,Row Id,Sequence #,Account Id,Server Time,Unit Time,Latitude,Longitude,Driver Name,Event Name,Raw Event,GPS Speed,ECU Speed,Address,Landmark ID,Satellites,Distance,HDOP,VDOP,RSSI,Engine Hours,Engine Hours + Off,ECU Engine Hours,ECU Engine Hours + Off,Engine Odometer,Engine Odometer + Off,ECU Engine Odometer,ECU Engine Odometer + Off,Battery Level,Raw Data
426,1772044442000,632,26305,2026/02/25 13:34:03,2026/02/25 13:34:02,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,13,0.0,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049027808694870627247104d002602251834020e4d7b44b30d99c2d3b45d40000000cf8068068040001fff420000012ee105d4001e000004b00000000010f280000000ffd5
427,1772044412000,631,26305,2026/02/25 13:33:34,2026/02/25 13:33:32,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,14,0.0,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049027708694870627247104e002602251833320e4d7b44b30d99c2d3b45d40000000cf8018018090001fff420000012ee10644001e000004b00000000010f280000000ffd5
428,1772044381000,630,26305,2026/02/25 13:33:03,2026/02/25 13:33:01,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,14,0.0,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049027608694870627247104e002602251833010e4d7b44b30d99c2d3b45d40000000cf8018018090001fff420000012ee10594001e000004b00000000010f280000000ffd5
430,1772044027000,629,26305,2026/02/25 13:27:09,2026/02/25 13:27:07,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,0.1,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049027508694870627247104c002602251827070e4d7b44b30d99c2d3b45d40000000cf0030080020001eff420000012ee10604001e000004b00000000010f280000000ffd5
431,1772043997000,628,26305,2026/02/25 13:26:39,2026/02/25 13:26:37,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,0.1,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049027408694870627247104c002602251826370e4d7b44b30d99c2d3b45d40000000cf0030080020001dff420000012ee10644001e000004b00000000010f280000000ffd5
432,1772043968000,627,26305,2026/02/25 13:26:09,2026/02/25 13:26:08,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,0.1,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049027308694870627247104c002602251826080e4d7b44b30d99c2d3b45d40000000cf0030080010001dff420000012ee105d4001e000004b00000000010f280000000ffd5
433,1772043939000,626,26305,2026/02/25 13:25:40,2026/02/25 13:25:39,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,0.1,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049027208694870627247104c002602251825390e4d7b44b30d99c2d3b45d40000000cf0030080010001dff420000012ee105d4001e000004b00000000010f280000000ffd5
434,1772043907000,625,26305,2026/02/25 13:25:09,2026/02/25 13:25:07,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,0.1,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049027108694870627247104c002602251825070e4d7b44b30d99c2d3b45d40000000cf0030080040001dff420000012ee10564001e000004b00000000010f280000000ffd5
435,1772043877000,624,26305,2026/02/25 13:24:39,2026/02/25 13:24:37,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,0.1,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049027008694870627247104c002602251824370e4d7b44b30d99c2d3b45d40000000cf0030080040001cff420000012ee10644001e000004b00000000010f280000000ffd5
436,1772043848000,623,26305,2026/02/25 13:24:09,2026/02/25 13:24:08,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,10,0.1,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049026f08694870627247104a002602251824080e4d7b44b30d99c2d3b45d40000000cf0040100010001cff420000012ee10644001e000004b00000000010f280000000ffd5
437,1772043819000,622,26305,2026/02/25 13:23:40,2026/02/25 13:23:39,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,10,0.1,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049026e08694870627247104a002602251823390e4d7b44b30d99c2d3b45d40000000cf0040100010001cff420000012ee10644001e000004b00000000010f280000000ffd5
438,1772043787000,621,26305,2026/02/25 13:23:09,2026/02/25 13:23:07,3.4641616344451904,-76.5267562866211,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,10,0.1,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049026d08694870627247104a002602251823070e4d7b44b30d99c2d3b45d40000000cf0048010070001cff420000012ee10644001e000004b00000000010f280000000ffd5
439,1772043758000,620,26305,2026/02/25 13:22:39,2026/02/25 13:22:38,3.4642202854156494,-76.52671813964844,,Motion,02-M,0.0,,"Calle 23A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,10,0.1,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049026c08694870627247104a00260225182238c34d7b44ae0d99c2c9b55d40000000df0048010070001aff420000012ed90644001e000004b00000000010f280000000ffd5
440,1772043724000,619,26305,2026/02/25 13:22:05,2026/02/25 13:22:04,3.464221715927124,-76.52641296386719,,Motion,02-M,3.11,,"Avenida 4 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,10,0.1,,,,0,0,0,0,48.2,48.2,0,0,100,2727020049026b08694870627247104a00260225182204968b7b44860d99c2cfb55d400050011f8020120090001aff420000012ead0644001e000004b00000000010f280000000ffd5
441,1772043699000,618,26305,2026/02/25 13:21:40,2026/02/25 13:21:39,3.4652252197265625,-76.52568817138672,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,0.0,,,,0,0,0,0,48.1,48.1,0,0,100,2727020049026a08694870627247104c00260225182139e5107d44270d99c240c65d400000006a8020120090001aff420000012e240594001e000004b00000000010f280000000ffd5
442,1772043668000,617,26305,2026/02/25 13:21:09,2026/02/25 13:21:08,3.4652252197265625,-76.52568817138672,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,0.0,,,,0,0,0,0,48.1,48.1,0,0,100,2727020049026908694870627247104c00260225182108e5107d44270d99c240c65d400000006a0030050150001aff420000012e240644001e000004b00000000010f280000000ffd5
445,1772040095000,612,26305,2026/02/25 12:21:36,2026/02/25 12:21:35,3.4652252197265625,-76.52568817138672,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,11,0.0,,,,0,0,0,0,48.1,48.1,0,0,100,2727020049026408694870627247104b00260225172135e5107d44270d99c240c65d400000006a0008008090001bff420000012e240644001e000004b00000000010f280000000ffd5
446,1772040066000,611,26305,2026/02/25 12:21:06,2026/02/25 12:21:06,3.4652252197265625,-76.52568817138672,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,0.0,,,,0,0,0,0,48.1,48.1,0,0,100,2727020049026308694870627247104c00260225172106e5107d44270d99c240c65d400000006a0008008090001bff420000012e2405d4001e000004b00000000010f280000000ffd5
447,1772040036000,610,26305,2026/02/25 12:20:36,2026/02/25 12:20:36,3.4652252197265625,-76.52568817138672,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,0.0,,,,0,0,0,0,48.1,48.1,0,0,100,2727020049026208694870627247104c00260225172036e5107d44270d99c240c65d400000006a0008008090001bff420000012e240644001e000004b00000000010f280000000ffd5
448,1772040006000,609,26305,2026/02/25 12:20:06,2026/02/25 12:20:06,3.4652252197265625,-76.52568817138672,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,10,0.0,,,,0,0,0,0,48.1,48.1,0,0,100,2727020049026108694870627247104a00260225172006e5107d44270d99c240c65d400000006a0008008090001bff420000012e2405d4001e000004b00000000010f280000000ffd5
454,1772035789000,602,26305,2026/02/25 11:09:51,2026/02/25 11:09:49,3.4652252197265625,-76.52568817138672,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,9,0.0,,,,0,0,0,0,48.1,48.1,0,0,100,2727020049025a08694870627247104900260225160949e5107d44270d99c240c65d400000006a8098008000001bff420000012e248644001e000004b00000000010f280000000ffd5
455,1772035759000,601,26305,2026/02/25 11:09:21,2026/02/25 11:09:19,3.4652252197265625,-76.52568817138672,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,9,0.0,,,,0,0,0,0,48.1,48.1,0,0,100,2727020049025908694870627247104900260225160919e5107d44270d99c240c65d400000006a8098008000001bff420000012e248644001e000004b00000000010f280000000ffd5
456,1772035729000,600,26305,2026/02/25 11:08:52,2026/02/25 11:08:49,3.4652252197265625,-76.52568817138672,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,10,0.0,,,,0,0,0,0,48.1,48.1,0,0,100,2727020049025808694870627247104a00260225160849e5107d44270d99c240c65d400000006a8098008000001bff420000012e248644001e000004b00000000010f280000000ffd5
457,1772035699000,599,26305,2026/02/25 11:08:22,2026/02/25 11:08:19,3.4652252197265625,-76.52568817138672,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,10,0.0,,,,0,0,0,0,48.1,48.1,0,0,100,2727020049025708694870627247104a00260225160819e5107d44270d99c240c65d400000006a8110028070001bff420000012e2484b4001e000004b00000000010f280000000ffd5
458,1772035668000,598,26305,2026/02/25 11:07:51,2026/02/25 11:07:48,3.4652252197265625,-76.52568817138672,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,9,0.0,,,,0,0,0,0,48.1,48.1,0,0,100,2727020049025608694870627247104900260225160748e5107d44270d99c240c65d400000006a8098008000001bff420000012e248644001e000004b00000000010f280000000ffd5
465,1772025782000,576,26305,2026/02/25 08:23:05,2026/02/25 08:23:02,3.4650139808654785,-76.52608489990234,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,11,0.0,,,,0,0,0,0,48.0,48.0,0,0,92,2727020049024008694870627247104b002602251323022baf7c445b0d99c2cac25d40000001558028050080921aff400000012df30564001e000004b00000000010f280000000ffd5
466,1772025753000,575,26305,2026/02/25 08:22:35,2026/02/25 08:22:33,3.4650139808654785,-76.52608489990234,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,0.0,,,,0,0,0,0,48.0,48.0,0,0,92,2727020049023f08694870627247104c002602251322332baf7c445b0d99c2cac25d40000001558028040080921aff400000012df30644001e000004b00000000010f280000000ffd5
467,1772025724000,574,26305,2026/02/25 08:22:06,2026/02/25 08:22:04,3.4650139808654785,-76.52608489990234,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,16,0.0,,,,0,0,0,0,48.0,48.0,0,0,91,2727020049023e086948706272471050002602251322042baf7c445b0d99c2cac25d40000001558028040080911aff400000012df30644001e000004b00000000010f280000000ffd5
468,1772025692000,573,26305,2026/02/25 08:21:35,2026/02/25 08:21:32,3.4650139808654785,-76.52608489990234,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,15,0.0,,,,0,0,0,0,48.0,48.0,0,0,92,2727020049023d08694870627247104f002602251321322baf7c445b0d99c2cac25d40000001558028030080921aff400000012df30524001e000004b00000000010f280000000ffd5
470,1772025555000,572,26305,2026/02/25 08:19:18,2026/02/25 08:19:15,3.4650139808654785,-76.52608489990234,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,11,13.2,,,,0,0,0,0,48.0,48.0,0,0,92,2727020049023c08694870627247104b002602251319152baf7c445b0d99c2cac25d40000001558028030080921aff400000012df30594001e000004b00000000010f280000000ffd5
471,1772025526000,571,26305,2026/02/25 08:18:49,2026/02/25 08:18:46,3.4650139808654785,-76.52608489990234,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,13.2,,,,0,0,0,0,48.0,48.0,0,0,92,2727020049023b08694870627247104c002602251318462baf7c445b0d99c2cac25d40000001558028030090921aff400000012df30644001e000004b00000000010f280000000ffd5
472,1772025495000,570,26305,2026/02/25 08:18:18,2026/02/25 08:18:15,3.4650139808654785,-76.52608489990234,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,10,13.2,,,,0,0,0,0,48.0,48.0,0,0,92,2727020049023a08694870627247104a002602251318152baf7c445b0d99c2cac25d40000001558028030090921aff400000012df30644001e000004b00000000010f280000000ffd5
473,1772025466000,569,26305,2026/02/25 08:17:49,2026/02/25 08:17:46,3.4650139808654785,-76.52608489990234,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,10,13.2,,,,0,0,0,0,48.0,48.0,0,0,92,2727020049023908694870627247104a002602251317462baf7c445b0d99c2cac25d40000001558020010110921aff400000012df30604001e000004b00000000010f280000000ffd5
474,1772025435000,568,26305,2026/02/25 08:17:18,2026/02/25 08:17:15,3.4650139808654785,-76.52608489990234,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,13,13.2,,,,0,0,0,0,48.0,48.0,0,0,92,2727020049023808694870627247104d002602251317152baf7c445b0d99c2cac25d40000001558020010110921aff400000012df30594001e000004b00000000010f280000000ffd5
475,1772025226000,561,26305,2026/02/25 08:13:49,2026/02/25 08:13:46,3.4650139808654785,-76.52608489990234,,Motion,02-M,0.0,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,12,13.2,,,,0,0,0,0,48.0,48.0,0,0,92,2727020049023108694870627247104c002602251313462baf7c445b0d99c2cac25d40000001558010000100921aff400000012df304f4001e000004b00000000010f280000000ffd5
476,1772025195000,560,26305,2026/02/25 08:13:18,2026/02/25 08:13:15,3.464876890182495,-76.52603149414062,,Motion,02-M,11.19,,"Calle 23C Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,14,13.2,,,,0,0,0,0,48.0,48.0,0,0,92,2727020049023008694870627247104e00260225131315a24d7c44540d99c28bc05d400180014e8010000100921aff400000012de30604001e000004b00000000010f280000000ffd5
477,1772025167000,559,26305,2026/02/25 08:12:49,2026/02/25 08:12:47,3.4640283584594727,-76.52559661865234,,Motion,02-M,9.32,,"MIO Avenida 3 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,14,13.1,,,,0,0,0,0,48.0,48.0,0,0,92,2727020049022f08694870627247104e00260225131247ee6c7b441b0d99c2a4b25d400150012f8020000090921aff400000012d660604001e000004b00000000010f280000000ffd5
478,1772025135000,558,26305,2026/02/25 08:12:18,2026/02/25 08:12:15,3.4651689529418945,-76.52421569824219,,Motion,02-M,11.19,,"Avenida 3 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,14,13.0,,,,0,0,0,0,47.8,47.8,0,0,92,2727020049022e08694870627247104e0026022513121585fb7844660c99c254c55d40018000c68020000090921aff400000012c7f0564001e000004b00000000010f280000000ffd5
479,1772025107000,557,26305,2026/02/25 08:11:49,2026/02/25 08:11:47,3.466055393218994,-76.52420806884766,,Motion,02-M,18.02,,"Avenida 3 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,14,12.9,,,,0,0,0,0,47.7,47.7,0,0,92,2727020049022d08694870627247104e00260225131147854b7844650c99c2dad35d40029000df8020010110921aff400000012c140594001e000004b00000000010f280000000ffd5
480,1772025075000,556,26305,2026/02/25 08:11:18,2026/02/25 08:11:15,3.46860146522522,-76.52311706542969,,Motion,02-M,27.97,,"Avenida 3 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,14,12.7,,,,0,0,0,0,47.5,47.5,0,0,92,2727020049022c08694870627247104e00260225131115a4d87944d60b99c291fd5d40045000ce8020010110921aff400000012ad80604001e000004b00000000010f280000000ffd5
481,1772025047000,555,26305,2026/02/25 08:10:49,2026/02/25 08:10:47,3.471014976501465,-76.5218505859375,,Motion,02-M,19.27,,"Perímetro Urbano Santiago de Cali, Valle del Cauca, Colombia",,14,12.5,,,,0,0,0,0,47.4,47.4,0,0,92,2727020049022b08694870627247104e00260225131047f4bd7744300b99c21c255e40031000be8020010100921aff4000000129a80644001e000004b00000000010f280000000ffd5
482,1772025015000,554,26305,2026/02/25 08:10:18,2026/02/25 08:10:15,3.471235990524292,-76.52086639404297,,Motion,02-M,9.94,,"Calle 34 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,14,12.4,,,,0,0,0,0,47.2,47.2,0,0,92,2727020049022a08694870627247104e002602251310158d5f7944af0a99c2bb285e40016001448020010100921aff4000000128e705d4001e000004b00000000010f280000000ffd5
483,1772024987000,553,26305,2026/02/25 08:09:49,2026/02/25 08:09:47,3.471034288406372,-76.52014923095703,,Motion,02-M,0.0,,"Avenida 2F Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,14,12.4,,,,0,0,0,0,47.2,47.2,0,0,92,2727020049022908694870627247104e0026022513094729c47844510a99c26d255e40000000d48010000080921aff40000001288d0644001e000004b00000000010f280000000ffd5
484,1772024955000,552,26305,2026/02/25 08:09:18,2026/02/25 08:09:15,3.471722364425659,-76.51960754394531,,Motion,02-M,6.84,,"Calle 35A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,13,12.3,,,,0,0,0,0,47.1,47.1,0,0,92,2727020049022808694870627247104d00260225130915bc7c78440a0a99c2b3305e40011000dc8010000080921aff40000001282a0564001e000004b00000000010f280000000ffd5
485,1772024927000,551,26305,2026/02/25 08:08:49,2026/02/25 08:08:47,3.470862627029419,-76.51803588867188,,Motion,02-M,17.4,,"Calle 35A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,14,12.2,,,,0,0,0,0,47.0,47.0,0,0,92,2727020049022708694870627247104e00260225130847b86677443c0999c29d225e400280012a8010010100921aff40000001276104f4001e000004b00000000010f280000000ffd5
486,1772024895000,550,26305,2026/02/25 08:08:18,2026/02/25 08:08:15,3.4714369773864746,-76.51688385009766,,Motion,02-M,20.51,,"Avenida 2A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760046, Colombia",,14,12.1,,,,0,0,0,0,46.9,46.9,0,0,92,2727020049022608694870627247104e0026022513081556467644a50899c2062c5e40033000d38010010100921aff4000000126a60644001e000004b00000000010f280000000ffd5
487,1772024867000,549,26305,2026/02/25 08:07:49,2026/02/25 08:07:47,3.4739363193511963,-76.51525115966797,,Motion,02-M,26.72,,"Avenida 2A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,11.9,,,,0,0,0,0,46.7,46.7,0,0,92,2727020049022508694870627247104e00260225130747bca47544cf0799c2f9545e40043000d88028000090921aff4000000125590644001e000004b00000000010f280000000ffd5
488,1772024835000,548,26305,2026/02/25 08:07:18,2026/02/25 08:07:15,3.4746596813201904,-76.5138168334961,,Motion,02-M,0.0,,"Calle 44 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,11.7,,,,0,0,0,0,46.5,46.5,0,0,92,2727020049022408694870627247104e00260225130715ba997544130799c2d3605e40000001348028000090921aff40000001246a0604001e000004b00000000010f280000000ffd5
489,1772024807000,547,26305,2026/02/25 08:06:49,2026/02/25 08:06:47,3.4746596813201904,-76.5138168334961,,Motion,02-M,0.0,,"Calle 44 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,11.7,,,,0,0,0,0,46.5,46.5,0,0,92,2727020049022308694870627247104e00260225130647ba997544130799c2d3605e40000001348018000090921aff40000001246a0644001e000004b00000000010f280000000ffd5
490,1772024775000,546,26305,2026/02/25 08:06:18,2026/02/25 08:06:15,3.4746596813201904,-76.5138168334961,,Motion,02-M,0.0,,"Calle 44 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,11.7,,,,0,0,0,0,46.5,46.5,0,0,92,2727020049022208694870627247104e00260225130615ba997544130799c2d3605e40000001348020000090921aff40000001246a0604001e000004b00000000010f280000000ffd5
491,1772024747000,545,26305,2026/02/25 08:05:49,2026/02/25 08:05:47,3.4739527702331543,-76.51322174072266,,Motion,02-M,0.0,,"Calle 44 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,13,11.6,,,,0,0,0,0,46.5,46.5,0,0,92,2727020049022108694870627247104d00260225130547e9e67444c50699c23e555e40000001480008000090921aff4000000124030524001e000004b00000000010f280000000ffd5
