,Message
7490,"+RESP:GTIGF,500700,868574042784996,,1,0,0.0,356,1409.2,-74.404428,4.965911,20260310130625,0732,0101,1A93,6108B2F,06,120000,12,05743:59:28,119457.2,20260310131828,89A1$"
7491,"+RESP:GTSTT,500700,868574042784996,,12,0,0.0,356,1409.2,-74.404428,4.965911,20260310130625,0732,0101,1A93,6108B2F,06,120000,12,20260310131828,89A2$"
7492,"+RESP:GTIGN,500700,868574042784996,,2,0,0.0,356,1409.2,-74.404428,4.965911,20260310130625,0732,0101,1A93,6108B2F,06,220100,12,05743:59:28,119457.2,20260310131831,89A3$"
7493,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,356,1409.2,-74.404428,4.965911,20260310130625,0732,0101,1A93,6108B2F,06,220100,12,20260310131831,89A4$"
7494,"+RESP:GTIGL,500700,868574042784996,,,01,1,1,0.0,356,1418.0,-74.404469,4.966097,20260310131829,0732,0101,1A93,6108B2F,04,12,119457.2,20260310131834,89A5$"
7495,"+RESP:GTIGL,500700,868574042784996,,,00,1,1,0.0,356,1418.0,-74.404469,4.966097,20260310131829,0732,0101,1A93,6108B2F,04,12,119457.2,20260310131834,89A6$"
7496,"+RESP:GTIGL,500700,868574042784996,,,01,1,1,0.0,356,1418.0,-74.404469,4.966097,20260310131829,0732,0101,1A93,6108B2F,04,12,119457.2,20260310131834,89A7$"
7497,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,356,1418.0,-74.404469,4.966097,20260310131829,0732,0101,1A93,6108B2F,04,12,119457.2,05743:59:28,,,100,220100,,,,20260310131834,89A8$"
7498,"+RESP:GTIGF,500700,868574042784996,,49,0,0.0,356,1418.0,-74.404469,4.966097,20260310131914,0732,0101,1A93,61038F3,06,120000,12,05744:00:17,119457.2,20260310131919,89A9$"
7499,"+RESP:GTSTT,500700,868574042784996,,12,0,0.0,356,1418.0,-74.404469,4.966097,20260310131914,0732,0101,1A93,61038F3,06,120000,12,20260310131919,89AA$"
7500,"+RESP:GTIGL,500700,868574042784996,,,00,1,1,0.0,356,1418.0,-74.404469,4.966097,20260310131919,0732,0101,1A93,61038F3,04,12,119457.2,20260310131924,89AB$"
7501,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,356,1418.0,-74.404469,4.966097,20260310131919,0732,0101,1A93,61038F3,04,12,119457.2,05744:00:17,,,100,120000,,,,20260310131924,89AC$"
7502,"+RESP:GTSTT,500700,868574042784996,,11,0,0.0,356,1418.0,-74.404469,4.966097,20260310131919,0732,0101,1A93,6108B2F,06,110000,12,20260310131949,89AD$"
7503,"+RESP:GTPDP,500700,868574042784996,,20260310134952,89AE$"
7504,"+RESP:GTPDP,500700,868574042784996,,20260310142005,89AF$"
7505,"+RESP:GTIGN,500700,868574042784996,,4606,0,0.0,356,1418.0,-74.404469,4.966097,20260310141932,0732,0101,1A93,6103559,06,220100,12,05744:00:17,119457.2,20260310143605,89B0$"
7506,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,356,1418.0,-74.404469,4.966097,20260310141932,0732,0101,1A93,6103559,06,220100,12,20260310143605,89B1$"
7507,"+RESP:GTIGL,500700,868574042784996,,,01,1,1,21.5,11,1436.1,-74.404475,4.967140,20260310143621,0732,0101,1A93,61038F3,04,12,119457.3,20260310143625,89B2$"
7508,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,21.5,11,1436.1,-74.404475,4.967140,20260310143621,0732,0101,1A93,61038F3,04,12,119457.3,05744:00:37,,,100,220100,,,,20260310143625,89B3$"
7509,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,19.2,339,1432.2,-74.404385,4.968276,20260310143645,0732,0101,1A93,6108B2F,04,12,119457.4,05744:00:57,,,100,220100,,,,20260310143650,89B4$"
7510,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,10.6,27,1439.0,-74.404266,4.968763,20260310143700,0732,0101,1A93,61038F3,04,12,119457.5,05744:01:12,,,100,220100,,,,20260310143705,89B5$"
7511,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,13.7,30,1440.2,-74.404017,4.969176,20260310143715,0732,0101,1A93,61038F3,04,12,119457.6,05744:01:32,,,100,220100,,,,20260310143722,89B6$"
7512,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,7.5,1,1452.3,-74.403498,4.970479,20260310143815,0732,0101,1A93,61038F3,04,12,119457.7,05744:02:32,,,100,220100,,,,20260310143822,89B7$"
7513,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,13.0,336,1455.8,-74.403544,4.971013,20260310143836,0732,0101,1A93,610FC1B,04,12,119457.8,05744:02:52,,,100,220100,,,,20260310143841,89B8$"
7514,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,11.2,24,1458.3,-74.403572,4.971650,20260310143900,0732,0101,1A93,61038F3,04,12,119457.8,05744:03:12,,,100,220100,,,,20260310143905,89B9$"
7515,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,11.9,7,1462.3,-74.403432,4.972068,20260310143915,0732,0101,1A93,610FC1B,04,12,119457.9,05744:03:32,,,100,220100,,,,20260310143922,89BA$"
7516,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,13.1,336,1468.1,-74.403514,4.972258,20260310143921,0732,0101,1A93,610FC1B,04,12,119457.9,05744:03:37,,,100,220100,,,,20260310143926,89BB$"
7517,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,327,1472.9,-74.404051,4.972922,20260310144015,0732,0101,1A93,610FC1B,04,12,119458.0,05744:04:32,,,100,220100,,,,20260310144022,89BC$"
7518,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,327,1472.9,-74.404051,4.972922,20260310144018,0732,0101,1A93,610FC1B,06,210100,12,20260310144024,89BD$"
7519,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,327,1472.9,-74.404051,4.972922,20260310144036,0732,0101,1A93,610FC1B,06,220100,12,20260310144041,89BE$"
7520,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,16.2,11,1466.6,-74.404037,4.973167,20260310144051,0732,0101,1A93,610FC1B,04,12,119458.0,05744:05:07,,,100,220100,,,,20260310144056,89BF$"
7521,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,15.9,61,1458.7,-74.403682,4.973472,20260310144103,0732,0101,1A93,61038F3,04,12,119458.1,05744:05:17,,,100,220100,,,,20260310144108,89C0$"
7522,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,11.7,56,1449.6,-74.403280,4.973682,20260310144115,0732,0101,1A93,61038F3,04,12,119458.1,05744:05:32,,,100,220100,,,,20260310144122,89C1$"
7523,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,12.6,48,1442.1,-74.401650,4.974822,20260310144214,0732,0101,1A93,610FC1B,04,12,119458.4,05744:06:32,,,100,220100,,,,20260310144222,89C2$"
7524,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,13.9,19,1431.4,-74.401241,4.975188,20260310144232,0732,0101,1A93,610FC1B,04,12,119458.4,05744:06:47,,,100,220100,,,,20260310144237,89C3$"
7525,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,10.5,330,1428.8,-74.401331,4.975369,20260310144241,0732,0101,1A93,610FC1B,04,12,119458.5,05744:06:57,,,100,220100,,,,20260310144246,89C4$"
7526,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,2.0,319,1436.7,-74.401854,4.976322,20260310144314,0732,0101,1A93,610FC1B,04,12,119458.6,05744:07:32,,,100,220100,,,,20260310144322,89C5$"
7527,"+RESP:GTIGF,500700,868574042784996,,478,0,0.0,319,1437.5,-74.401838,4.976301,20260310144356,0732,0101,1A93,610FC1B,06,120000,12,05744:08:15,119458.6,20260310144403,89C6$"
7528,"+RESP:GTSTT,500700,868574042784996,,12,0,0.0,319,1437.5,-74.401838,4.976301,20260310144356,0732,0101,1A93,610FC1B,06,120000,12,20260310144403,89C7$"
7529,"+RESP:GTIGL,500700,868574042784996,,,00,1,1,0.0,319,1437.5,-74.401838,4.976301,20260310144401,0732,0101,1A93,610FC1B,04,12,119458.6,20260310144406,89C8$"
7530,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,319,1437.5,-74.401838,4.976301,20260310144401,0732,0101,1A93,610FC1B,04,12,119458.6,05744:08:15,,,100,120000,,,,20260310144406,89C9$"
7531,"+RESP:GTSTT,500700,868574042784996,,11,0,0.0,319,1437.5,-74.401838,4.976301,20260310144401,0732,0101,1A93,610FC1B,06,110000,12,20260310144436,89CA$"
7532,"+RESP:GTIGN,500700,868574042784996,,535,0,0.0,319,1437.5,-74.401838,4.976301,20260310144401,0732,0101,1A93,610FC1B,06,220100,12,05744:08:15,119458.6,20260310145258,89CB$"
7533,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,319,1437.5,-74.401838,4.976301,20260310144401,0732,0101,1A93,610FC1B,06,220100,12,20260310145258,89CC$"
7534,"+RESP:GTIGL,500700,868574042784996,,,01,1,1,8.2,321,1439.0,-74.402002,4.976480,20260310145306,0732,0101,1A93,610FC1B,04,12,119458.6,20260310145311,89CD$"
7535,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,8.2,321,1439.0,-74.402002,4.976480,20260310145306,0732,0101,1A93,610FC1B,04,12,119458.6,05744:08:25,,,100,220100,,,,20260310145311,89CE$"
7536,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,5.8,357,1447.0,-74.402558,4.977542,20260310145400,0732,0101,1A93,61038F3,04,12,119458.7,05744:09:25,,,100,220100,,,,20260310145409,89CF$"
7537,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,6.5,11,1443.7,-74.402540,4.977639,20260310145406,0732,0101,1A93,61038F3,04,12,119458.8,05744:09:25,,,100,220100,,,,20260310145411,89D0$"
7538,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,3.5,349,1434.2,-74.402329,4.978373,20260310145454,0732,0101,1A93,610FC1B,04,12,119458.8,05744:10:15,,,100,220100,,,,20260310145459,89D1$"
7539,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,8.2,343,1434.7,-74.402331,4.978390,20260310145500,0732,0101,1A93,610FC1B,04,12,119458.9,05744:10:25,,,100,220100,,,,20260310145509,89D2$"
7540,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,6.1,303,1438.8,-74.402458,4.979697,20260310145551,0732,0101,1A93,610FC1B,04,12,119459.0,05744:11:10,,,100,220100,,,,20260310145556,89D3$"
7541,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.5,307,1441.0,-74.402497,4.979768,20260310145600,0732,0101,1A93,610FC1B,04,12,119459.0,05744:11:25,,,100,220100,,,,20260310145609,89D4$"
7542,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,5.0,351,1441.1,-74.402495,4.979783,20260310145609,0732,0101,1A93,610FC1B,04,12,119459.0,05744:11:30,,,100,220100,,,,20260310145614,89D5$"
7543,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310145700,0732,0101,1A93,610FC1B,04,12,119459.0,05744:12:25,,,100,220100,,,,20260310145709,89D6$"
7544,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,351,1440.4,-74.402505,4.979849,20260310145718,0732,0101,1A93,610FC1B,06,210100,12,20260310145723,89D7$"
7545,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310145800,0732,0101,1A93,610FC1B,04,12,119459.0,05744:13:25,,,100,210100,,,,20260310145809,89D8$"
7546,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,351,1440.4,-74.402505,4.979849,20260310145842,0732,0101,1A93,610FC1B,06,220100,12,20260310145850,89D9$"
7547,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310145900,0732,0101,1A93,610FC1B,04,12,119459.0,05744:14:25,,,100,220100,,,,20260310145909,89DA$"
7548,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,351,1440.4,-74.402505,4.979849,20260310145939,0732,0101,1A93,610FC1B,06,210100,12,20260310145945,89DB$"
7549,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,351,1440.4,-74.402505,4.979849,20260310145939,0732,0101,1A93,610FC1B,06,220100,12,20260310145945,89DC$"
7550,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310150000,0732,0101,1A93,610FC1B,04,12,119459.0,05744:15:25,,,100,220100,,,,20260310150009,89DD$"
7551,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310150101,0732,0101,1A93,610FC1B,04,12,119459.0,05744:16:25,,,100,220100,,,,20260310150109,89DE$"
7552,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310150201,0732,0101,1A93,610FC1B,04,12,119459.0,05744:17:25,,,100,220100,,,,20260310150209,89DF$"
7553,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310150301,0732,0101,1A93,610FC1B,04,12,119459.0,05744:18:25,,,100,220100,,,,20260310150309,89E0$"
7554,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310150401,0732,0101,1A93,610FC1B,04,12,119459.0,05744:19:25,,,100,220100,,,,20260310150409,89E1$"
7555,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310150501,0732,0101,1A93,610FC1B,04,12,119459.0,05744:20:25,,,100,220100,,,,20260310150509,89E2$"
7556,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310150602,0732,0101,1A93,610FC1B,04,12,119459.0,05744:21:25,,,100,220100,,,,20260310150609,89E3$"
7557,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310150702,0732,0101,1A93,610FC1B,04,12,119459.0,05744:22:25,,,100,220100,,,,20260310150709,89E4$"
7558,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,351,1440.4,-74.402505,4.979849,20260310150802,0732,0101,1A93,27BB,04,12,119459.0,05744:23:25,,,100,220100,,,,20260310150809,89E5$"
7559,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,6.2,58,1440.7,-74.402493,4.979853,20260310150820,0732,0101,100C,38ED,04,12,119459.0,05744:23:40,,,100,220100,,,,20260310150825,89E6$"
7560,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,7.0,8,1437.4,-74.402406,4.980004,20260310150829,0732,0101,100C,38ED,04,12,119459.0,05744:23:50,,,100,220100,,,,20260310150834,89E7$"
7561,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,1430.5,-74.402422,4.980414,20260310150902,0732,0101,1A93,610FC1B,04,12,119459.1,05744:24:25,,,100,220100,,,,20260310150909,89E8$"
7562,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,10.3,313,1431.5,-74.402520,4.980513,20260310150908,0732,0101,1A93,610FC1B,04,12,119459.1,05744:24:25,,,100,220100,,,,20260310150913,89E9$"
7563,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,9.6,266,1439.3,-74.403008,4.980721,20260310150932,0732,0101,1A93,610FC1B,04,12,119459.1,05744:24:50,,,100,220100,,,,20260310150937,89EA$"
7564,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,274,1444.1,-74.403274,4.980757,20260310151002,0732,0101,1A93,610FC1B,04,12,119459.2,05744:25:25,,,100,220100,,,,20260310151009,89EB$"
7565,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,274,1444.1,-74.403274,4.980757,20260310151102,0732,0101,1A93,61038F3,04,12,119459.2,05744:26:25,,,100,220100,,,,20260310151109,89EC$"
7566,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,274,1444.1,-74.403274,4.980757,20260310151202,0732,0101,1A93,61038F3,04,12,119459.2,05744:27:25,,,100,220100,,,,20260310151209,89ED$"
7567,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,274,1444.1,-74.403274,4.980757,20260310151300,0732,0101,1A93,61038F3,04,12,119459.2,05744:28:25,,,100,220100,,,,20260310151309,89EE$"
7568,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,274,1444.1,-74.403274,4.980757,20260310151400,0732,0101,1A93,61038F3,04,12,119459.2,05744:29:25,,,100,220100,,,,20260310151410,89EF$"
7569,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,274,1444.1,-74.403274,4.980757,20260310151500,0732,0101,1A93,61038F3,04,12,119459.2,05744:30:25,,,100,220100,,,,20260310151510,89F0$"
7570,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,274,1444.1,-74.403274,4.980757,20260310151600,0732,0101,1A93,61038F3,04,12,119459.2,05744:31:25,,,100,220100,,,,20260310151610,89F1$"
7571,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,274,1444.1,-74.403274,4.980757,20260310151700,0732,0101,1A93,61038F3,04,12,119459.2,05744:32:25,,,100,220100,,,,20260310151710,89F2$"
7572,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,274,1444.1,-74.403274,4.980757,20260310151800,0732,0101,1A93,61038F3,04,12,119459.2,05744:33:25,,,100,220100,,,,20260310151810,89F3$"
7573,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,274,1444.1,-74.403274,4.980757,20260310151818,0732,0101,1A93,61038F3,06,210100,12,20260310151826,89F4$"
7574,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,274,1444.1,-74.403274,4.980757,20260310151827,0732,0101,1A93,610FC1B,06,220100,12,20260310151833,89F5$"
7575,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,6.0,338,1447.0,-74.403348,4.980872,20260310151843,0732,0101,1A93,610FC1B,04,12,119459.2,05744:34:00,,,100,220100,,,,20260310151848,89F6$"
7576,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,2.6,120,1447.4,-74.403330,4.980881,20260310151901,0732,0101,1A93,610FC1B,04,12,119459.2,05744:34:25,,,100,220100,,,,20260310151910,89F7$"
7577,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,6.7,152,1446.5,-74.403306,4.980850,20260310151910,0732,0101,1A93,610FC1B,04,12,119459.2,05744:34:30,,,100,220100,,,,20260310151915,89F8$"
7578,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,8.6,100,1444.9,-74.403150,4.980790,20260310151919,0732,0101,1A93,610FC1B,04,12,119459.2,05744:34:40,,,100,220100,,,,20260310151924,89F9$"
7579,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,90,1442.7,-74.403096,4.980791,20260310152001,0732,0101,1A93,61038F3,04,12,119459.2,05744:35:25,,,100,220100,,,,20260310152010,89FA$"
7580,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,90,1442.7,-74.403096,4.980791,20260310152101,0732,0101,1A93,61038F3,04,12,119459.2,05744:36:25,,,100,220100,,,,20260310152110,89FB$"
7581,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,90,1442.7,-74.403096,4.980791,20260310152201,0732,0101,1A93,61038F3,04,12,119459.2,05744:37:25,,,100,220100,,,,20260310152210,89FC$"
7582,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,6.9,109,1436.2,-74.402792,4.980762,20260310152301,0732,0101,1A93,61038F3,04,12,119459.2,05744:38:25,,,100,220100,,,,20260310152310,89FD$"
7583,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,9.1,119,1429.7,-74.402505,4.980607,20260310152316,0732,0101,1A93,610FC1B,04,12,119459.3,05744:38:35,,,100,220100,,,,20260310152321,89FE$"
7584,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,138,1431.9,-74.402386,4.980489,20260310152401,0732,0101,1A93,610FC1B,04,12,119459.3,05744:39:25,,,100,220100,,,,20260310152410,89FF$"
7585,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,138,1431.9,-74.402386,4.980489,20260310152501,0732,0101,1A93,610FC1B,04,12,119459.3,05744:40:25,,,100,220100,,,,20260310152510,8A00$"
7586,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,138,1431.9,-74.402386,4.980489,20260310152601,0732,0101,1A93,610FC1B,04,12,119459.3,05744:41:25,,,100,220100,,,,20260310152610,8A01$"
7587,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,138,1431.9,-74.402386,4.980489,20260310152701,0732,0101,1A93,610FC1B,04,12,119459.3,05744:42:25,,,100,220100,,,,20260310152710,8A02$"
7588,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,138,1431.9,-74.402386,4.980489,20260310152801,0732,0101,1A93,610FC1B,04,12,119459.3,05744:43:25,,,100,220100,,,,20260310152810,8A03$"
7589,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,6.9,13,1431.2,-74.402386,4.980497,20260310152816,0732,0101,1A93,610FC1B,04,12,119459.3,05744:43:35,,,100,220100,,,,20260310152821,8A04$"
7590,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,9.3,123,1433.2,-74.402380,4.980396,20260310152822,0732,0101,1A93,610FC1B,04,12,119459.3,05744:43:40,,,100,220100,,,,20260310152827,8A05$"
7591,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,3.6,57,1436.7,-74.402336,4.980394,20260310152837,0732,0101,1A93,61038F3,04,12,119459.3,05744:43:55,,,100,220100,,,,20260310152842,8A06$"
7592,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,4.3,5,1436.0,-74.402351,4.980427,20260310152840,0732,0101,1A93,61038F3,04,12,119459.3,05744:44:00,,,100,220100,,,,20260310152845,8A07$"
7593,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,5.7,320,1435.2,-74.402403,4.980484,20260310152846,0732,0101,1A93,61038F3,04,12,119459.3,05744:44:05,,,100,220100,,,,20260310152851,8A08$"
7594,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,4.8,298,1433.3,-74.402600,4.980632,20260310152901,0732,0101,1A93,610FC1B,04,12,119459.4,05744:44:25,,,100,220100,,,,20260310152910,8A09$"
7595,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,297,1433.7,-74.402656,4.980670,20260310153001,0732,0101,1A93,61038F3,04,12,119459.4,05744:45:25,,,100,220100,,,,20260310153010,8A0A$"
7596,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,297,1433.7,-74.402656,4.980670,20260310153101,0732,0101,1A93,610FC1B,04,12,119459.4,05744:46:25,,,100,220100,,,,20260310153110,8A0B$"
7597,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,297,1433.7,-74.402656,4.980670,20260310153201,0732,0101,1A93,610FC1B,04,12,119459.4,05744:47:25,,,100,220100,,,,20260310153210,8A0C$"
7598,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,297,1433.7,-74.402656,4.980670,20260310153301,0732,0101,1A93,610FC1B,04,12,119459.4,05744:48:25,,,100,220100,,,,20260310153310,8A0D$"
7599,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,297,1433.7,-74.402656,4.980670,20260310153401,0732,0101,1A93,61038F3,04,12,119459.4,05744:49:25,,,100,220100,,,,20260310153410,8A0E$"
7600,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,297,1433.7,-74.402656,4.980670,20260310153443,0732,0101,1A93,61038F3,06,210100,12,20260310153449,8A0F$"
7601,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,297,1433.7,-74.402656,4.980670,20260310153443,0732,0101,1A93,61038F3,06,220100,12,20260310153451,8A10$"
7602,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,297,1433.7,-74.402656,4.980670,20260310153501,0732,0101,1A93,61038F3,04,12,119459.4,05744:50:25,,,100,220100,,,,20260310153510,8A11$"
7603,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,297,1433.7,-74.402656,4.980670,20260310153601,0732,0101,1A93,61038F3,04,12,119459.4,05744:51:25,,,100,220100,,,,20260310153610,8A12$"
7604,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,9.0,43,1433.0,-74.402628,4.980660,20260310153619,0732,0101,1A93,61038F3,04,12,119459.4,05744:51:40,,,100,220100,,,,20260310153624,8A13$"
7605,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,10.2,91,1431.7,-74.402561,4.980626,20260310153622,0732,0101,1A93,61038F3,04,12,119459.4,05744:51:40,,,100,220100,,,,20260310153627,8A14$"
7606,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,12.2,150,1432.9,-74.402373,4.980430,20260310153631,0732,0101,1A93,61038F3,04,12,119459.4,05744:51:50,,,100,220100,,,,20260310153636,8A15$"
7607,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,8.7,189,1439.3,-74.402377,4.979667,20260310153701,0732,0101,1A93,610FC1B,04,12,119459.5,05744:52:25,,,100,220100,,,,20260310153711,8A16$"
7608,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,11.2,195,1433.0,-74.402379,4.978902,20260310153728,0732,0101,1A93,610FC1B,04,12,119459.6,05744:52:45,,,100,220100,,,,20260310153733,8A17$"
7609,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,10.0,216,1432.3,-74.402373,4.978058,20260310153755,0732,0101,1A93,610FC1B,04,12,119459.7,05744:53:15,,,100,220100,,,,20260310153800,8A18$"
